20, 3.000042, 5.644400, 0.000072, 0.007226, 0.361290, 18.064516, 0.000000, 
20, 3.000331, 5.644400, 0.000361, 0.014452, 0.361290, -0.000000, 0.000000, 
20, 3.000981, 5.644400, 0.001012, 0.032516, 0.903226, 27.096774, 0.000000, 
20, 3.002137, 5.644400, 0.002168, 0.057806, 1.264516, 18.064516, 0.000000, 
20, 3.003944, 5.644400, 0.003974, 0.090323, 1.625806, 18.064516, 0.000000, 
20, 3.006545, 5.644400, 0.006575, 0.130065, 1.987097, 18.064516, 0.000000, 
20, 3.010086, 5.644400, 0.010116, 0.177032, 2.348387, 18.064516, 0.000000, 
20, 3.014710, 5.644400, 0.014741, 0.231226, 2.709677, 18.064516, 0.000000, 
20, 3.020563, 5.644400, 0.020594, 0.292645, 3.070968, 18.064516, 0.000000, 
20, 3.027789, 5.644400, 0.027819, 0.361290, 3.432258, 18.064516, 0.000000, 
20, 3.036460, 5.644400, 0.036490, 0.433548, 3.612903, 9.032258, 0.000000, 
20, 3.046576, 5.644400, 0.046606, 0.505806, 3.612903, 0.000000, 0.000000, 
20, 3.058137, 5.644400, 0.058168, 0.578065, 3.612903, -0.000000, 0.000000, 
20, 3.071144, 5.644400, 0.071174, 0.650323, 3.612903, 0.000000, 0.000000, 
20, 3.085595, 5.644400, 0.085626, 0.722581, 3.612903, 0.000000, 0.000000, 
20, 3.101492, 5.644400, 0.101523, 0.794839, 3.612903, -0.000000, 0.000000, 
20, 3.118834, 5.644400, 0.118865, 0.867097, 3.612903, -0.000000, 0.000000, 
20, 3.137621, 5.644400, 0.137652, 0.939355, 3.612903, 0.000000, 0.000000, 
20, 3.157853, 5.644400, 0.157884, 1.011613, 3.612903, -0.000000, 0.000000, 
20, 3.179531, 5.644400, 0.179561, 1.083871, 3.612903, 0.000000, 0.000000, 
20, 3.202653, 5.644400, 0.202684, 1.156129, 3.612903, 0.000000, 0.000000, 
20, 3.227221, 5.644400, 0.227252, 1.228387, 3.612903, -0.000000, 0.000000, 
20, 3.253234, 5.644400, 0.253265, 1.300645, 3.612903, -0.000000, 0.000000, 
20, 3.280692, 5.644400, 0.280723, 1.372903, 3.612903, 0.000000, 0.000000, 
20, 3.309595, 5.644400, 0.309626, 1.445161, 3.612903, 0.000000, 0.000000, 
20, 3.339944, 5.644400, 0.339974, 1.517419, 3.612903, -0.000000, 0.000000, 
20, 3.371737, 5.644400, 0.371768, 1.589677, 3.612903, 0.000000, 0.000000, 
20, 3.404976, 5.644400, 0.405006, 1.661935, 3.612903, -0.000000, 0.000000, 
20, 3.439660, 5.644400, 0.439690, 1.734194, 3.612903, 0.000000, 0.000000, 
20, 3.475789, 5.644400, 0.475819, 1.806452, 3.612903, 0.000000, 0.000000, 
20, 3.513363, 5.644400, 0.513394, 1.878710, 3.612903, -0.000000, 0.000000, 
20, 3.552310, 5.644400, 0.552341, 1.947355, 3.432258, -9.032258, 0.000000, 
20, 3.592486, 5.644400, 0.592516, 2.008774, 3.070968, -18.064516, 0.000000, 
20, 3.633745, 5.644400, 0.633775, 2.062968, 2.709677, -18.064516, 0.000000, 
20, 3.675944, 5.644400, 0.675974, 2.109935, 2.348387, -18.064516, 0.000000, 
20, 3.718937, 5.644400, 0.718968, 2.149677, 1.987097, -18.064516, 0.000000, 
20, 3.762581, 5.644400, 0.762612, 2.182194, 1.625806, -18.064516, 0.000000, 
20, 3.806731, 5.644400, 0.806761, 2.207484, 1.264516, -18.064516, 0.000000, 
20, 3.851242, 5.644400, 0.851272, 2.225548, 0.903226, -18.064516, 0.000000, 
20, 3.895970, 5.644400, 0.896000, 2.236387, 0.541935, -18.064516, 0.000000, 
20, 3.940770, 5.644400, 0.940800, 2.240000, 0.180645, -18.064516, 0.000000, 
20, 3.985570, 5.644400, 0.985600, 2.240000, 0.000000, -9.032258, 0.000000, 
20, 4.030370, 5.644400, 1.030400, 2.240000, 0.000000, 0.000000, 0.000000, 
20, 4.075170, 5.644400, 1.075200, 2.240000, 0.000000, 0.000000, 0.000000, 
20, 4.119970, 5.644400, 1.120000, 2.240000, 0.000000, 0.000000, 0.000000, 
20, 4.164770, 5.644400, 1.164800, 2.240000, 0.000000, 0.000000, 0.000000, 
20, 4.209570, 5.644400, 1.209600, 2.240000, 0.000000, 0.000000, 0.000000, 
